3	one	수사 아님 — 'one of them/the' indefinite pronoun. 앞의 수사가 실제 셈이다	nts to the Exhibits. Two copies of one table means one of them gets corre
3	one	수사 아님 — 'one of them/the' indefinite pronoun. 앞의 수사가 실제 셈이다	its. Two copies of one table means one of them gets corrected and the oth
4	one	수사 아님 — 'one leak' 단수 표현	ctives. Writing answers down means one leak kills all six questions at on
4	all	일치: 6 — 별지 F 의 문항 F-1~F-6	answers down means one leak kills all six questions at once.
4	six	일치: 6 — 별지 F 의 문항 F-1~F-6	wers down means one leak kills all six questions at once.
8	six	일치: 6 — 별지 F 의 문항 F-1~F-6. (초판은 'None of the six' 안의 'one of the six' 에 걸려 표 1 변수로 잘못 붙었다)	None of the six questions closes on a single answe
9	two	일치: 2 — 원고 안의 표기 두 가지	F-1 · One variable, two statements
10	two	일치: 2 — 같은 두 정의	estion asks students to render the two definitions quoted in Exhibit A as
11	two	일치: 2 — 뺄셈의 앞뒤 두 항	happens at transcription. Were the two terms of the subtraction kept in t
11	two	일치: 2 — 원고 본문 정의와 표 설명 정의	ent who reaches the point that the two quotations attach different condit
11	one	수사 아님 — 'one of them/the' indefinite pronoun. 앞의 수사가 실제 셈이다	at do not reach it usually rewrite one of the two without noticing; point
11	two	수사 아님 — 앞 문장의 항목을 받는 지시어다. 세는 말이 아니다	each it usually rewrite one of the two without noticing; pointing at that
12	two	일치: 2 — 학생이 잡은 값 둘	did the student show that the same two values give opposite results under
12	two	일치: 2 — 같은 두 정의	es give opposite results under the two definitions? Any numbers will do.
12	two	일치: 2 — 같은 두 정의	osen numbers actually separate the two definitions.
13	one	수사 아님 — 단수·부정대명사 표현. 세는 말이 아니다	se is enough. An answer that picks one definition and asserts it is corre
15	two	일치: 2 — F-2 의 두 수(표 3 상관과 표 4 계수)	Part 1 — did the student split the two numbers into two questions in two
15	two	일치: 2 — F-2 의 두 수(표 3 상관과 표 4 계수)	student split the two numbers into two questions in two sentences? Answer
15	two	일치: 2 — F-2 가 가르라고 한 두 질문	two numbers into two questions in two sentences? Answers that fold them
15	one	수사 아님 — 'one sentence' 단수 표현	ences? Answers that fold them into one sentence usually stall at the next
16	both	일치: 2 — '시설의 고정된 특성'과 '시기'	emove from what they leave? Naming both the facility's fixed characteristi
16	one	수사 아님 — 단수·부정대명사 표현. 세는 말이 아니다	s as week-to-week variation inside one facility is a strong answer.
21	two	수사 아님 — 앞의 2항·3항을 받는 지시어다	n part 2 must carry part 3. If the two parts run separately, the answer d
22	both	일치: 2 — '우연이다'와 '뜻이 있다'	ence" and "it means something" are both available. The grading point is th
22	two	일치: 2 — 표 5 의 단독 계수와 교호항 계수	ent: did the student note that the two coefficients measure different thi
23	two	일치: 2 — 모텔 수로 나오는 값이 두 가지다	· When the sample count appears as two values
25	one	수사 아님 — 단수·부정대명사 표현. 세는 말이 아니다	Part 2 — this is the one part where "it cannot be settled"
25	two	일치: 2 — 모텔 수로 나오는 값이 두 가지다	art 1. Reading that list shows the two values are not split by stage but
31	two	수사 아님 — 앞 문장의 항목을 받는 지시어다. 세는 말이 아니다	vidence, rather than restating the two sentences in other words.
32	one	수사 아님 — 단수·부정대명사 표현. 세는 말이 아니다	eader will go and do — is a strong one.
35	two	수사 아님 — 1항과 2항을 받는 지시어다	assumption written in part 1? The two often fail to match.
36	one	수사 아님 — 'name one conclusion sentence' 부정대명사	Part 3 — the student has to name one conclusion sentence from this case
39	one	수사 아님 — 'only one of a pair' 부정대명사	fers by where you look). When only one of a pair is right, sending the st
39	one	수사 아님 — 단수·부정대명사 표현. 세는 말이 아니다	ding the student back to the other one usually produces a self-correction
40	one	수사 아님 — 'only one question' 단수 표현	ne. If a short session allows only one question, use F-5.
43	two	일치: 2 — 같은 두 정의	ctor must not say first — that the two definitions differ. Say it up fron
45	six	일치: 6 — 원고 표 1 의 변수 여섯	ibes the description column of the six variables into one sentence of the
45	one	수사 아님 — 'one sentence' 단수 표현	n column of the six variables into one sentence of their own. No body tex
47	one	수사 아님 — 단수·부정대명사 표현. 세는 말이 아니다	st wrote say the same thing as the one you are reading now?
48	one	수사 아님 — 'one of them/the' indefinite pronoun. 앞의 수사가 실제 셈이다	. If they do not, narrow it: "Only one of the six differs. Which one?"
48	six	일치: 6 — 같은 표 1 의 변수 여섯	o not, narrow it: "Only one of the six differs. Which one?"
48	one	수사 아님 — 'one of them/the' indefinite pronoun. 앞의 수사가 실제 셈이다	Only one of the six differs. Which one?"
49	one	수사 아님 — 단수·부정대명사 표현. 세는 말이 아니다	es after arriving. It usually goes one of three ways.
49	three	일치: 3 — 뒤따르는 글머리 셋(한쪽을 고른다 · 둘 다 적어 둔다 · 되묻는다)	r arriving. It usually goes one of three ways.
50	one	수사 아님 — 'one of them/the' indefinite pronoun. 앞의 수사가 실제 셈이다	They try to settle on one of them → this leads into (7)(a)
51	both	수사 아님 — 앞의 항목을 받는 지시어다	They write both down and move on → the most common
52	one	수사 아님 — 단수·부정대명사 표현. 세는 말이 아니다	They ask back which one they should read the coefficient u
54	one	수사 아님 — 단수·부정대명사 표현. 세는 말이 아니다	script does not settle — what each one is material for
55	four	일치: 4 — ③ 의 (1) 모텔 수 · (2) 관측치 축소 · (3) 정의 두 표기 · (4) 첨자 표기	The four below are facts about how the manu
56	two	일치: 2 — 모텔 수로 나오는 값이 두 가지다	(1) The motel count appears as two values. The warning block in Exhib
56	two	일치: 2 — 모텔 수로 나오는 값이 두 가지다	manuscript each value appears. The two values are not split by stage but
57	one	수사 아님 — 단수·부정대명사 표현. 세는 말이 아니다	ou commit to the moment you choose one? F-4 uses this material.
58	two	수사 아님 — 앞 문장의 항목을 받는 지시어다. 세는 말이 아니다	(2) The observation count drops in two stages. The rule the manuscript st
58	one	수사 아님 — 'one sentence' 단수 표현	The rule the manuscript states is one sentence, quoted in Exhibit A. How
60	two	수사 아님 — 앞 문장의 항목을 받는 지시어다. 세는 말이 아니다	rating-decline variable is defined two ways. The discovery route in (2) o
62	two	수사 아님 — 앞 문장의 항목을 받는 지시어다. 세는 말이 아니다	e's subscript and scope are stated two ways. Both statements are quoted i
63	all	수사 아님 — 앞의 항목을 받는 지시어다	per facility or the same value for all of them? And depending on that ans
63	two	일치: 2 — 본문 §9 ⑦ 의 질문 1·질문 2	em (7) of body §9 sets this out as two questions. There is no answer in t
64	all	일치: 4 — ③ 의 (1)~(4)	The sentence that runs through all four — these are conditions handed
64	four	일치: 4 — ⑦ 의 (a)(b)(c)(d)	The sentence that runs through all four — these are conditions handed to a
65	two	일치: 2 — 원고 그림 2와 그림 3	(4) Why the two original figures were not reprinte
66	one	수사 아님 — 'one sentence' 단수 표현	the caption, the axis labels, and one sentence on what the manuscript sh
67	two	일치: 2 — 뒤따르는 글머리 둘(권리 문제 · 원 논문을 여는 습관)	There are two reasons, and students are told bot
67	both	일치: 2 — 바로 앞의 'two reasons' 를 받는다	two reasons, and students are told both.
68	one	수사 아님 — 'one of them/the' indefinite pronoun. 앞의 수사가 실제 셈이다	ilding teaching material is itself one of the things to learn in this cou
72	one	수사 아님 — 단수·부정대명사 표현. 세는 말이 아니다	e address bar reaches the paper. A one-line note on the library route for
73	one	수사 아님 — 'one sentence' 단수 표현	re shows say the same thing as the one sentence written in the Exhibit? D
84	both	일치: 2 — 임원 세미나와 MBA 기술 세션	Reading order (both sessions)
100	one	수사 아님 — 'in one line' 단수 표현	§5, not §8. The result carries in one line, but cutting §8 leaves this c
101	two	일치: 2 — 1블록과 2블록	MBA technique session — two blocks (75 min + 75 min)
114	one	수사 아님 — 'only one block' 단수 표현	If only one block (75 min) is available — drop
116	all	일치: 6 — 별지 F 의 문항 F-1~F-6	and wrap-up (10 min). Do not give all six questions to every group; two
116	six	일치: 6 — 별지 F 의 문항 F-1~F-6	wrap-up (10 min). Do not give all six questions to every group; two per
116	two	일치: 2 — 조마다 문항 둘씩. 조 수는 적지 않았다	all six questions to every group; two per group finishes in twenty minut
