3	두 곳	일치: 2 — 교원 노트와 Exhibit. 같은 표가 두 문서에 생긴다는 뜻이다	치가 필요한 대목에서는 Exhibit 을 가리킨다. 같은 표가 두 곳에 생기면 한쪽만 고쳐지는 사고가 열리기 때문이다. 수업 중 표
3	열	수사 아님 — 표의 '설명 열'·'열람 순서'·'열린 채로'. 세는 말이 아니다	가리킨다. 같은 표가 두 곳에 생기면 한쪽만 고쳐지는 사고가 열리기 때문이다. 수업 중 표가 필요하면 Exhibit A–E 를
4	여섯	일치: 6 — 별지 F 의 문항 F-1~F-6	관점이다. 답안을 적어 두면 이 문서가 한 번 유출될 때 문항 여섯이 통째로 죽는다.
8	여섯	일치: 6 — 별지 F 의 문항 F-1~F-6	여섯 문항 모두 정답이 하나로 닫히지 않는다. 채점은 결론이 아니라
8	하나	수사 아님 — '정답이 하나로 닫히지 않는다'. 세는 말이 아니다	여섯 문항 모두 정답이 하나로 닫히지 않는다. 채점은 결론이 아니라 근거의 경로를 본다.
9	두 표	일치: 2 — 원고 안의 표기 두 가지	F-1 · 같은 변수, 두 표기
11	둘	일치: 2 — F-1 의 두 인용문(원고 본문 정의와 표 설명 정의)	있다는 데 도달하면 1항은 통과다. 도달하지 못한 답안은 대개 둘 중 하나를 자기도 모르게 고쳐 적는다 — 그 지점을 짚어 돌려
11	하나	수사 아님 — '둘/셋/넷 중 하나'의 부정대명사. 앞의 수사가 실제 셈이다	데 도달하면 1항은 통과다. 도달하지 못한 답안은 대개 둘 중 하나를 자기도 모르게 고쳐 적는다 — 그 지점을 짚어 돌려주면 된다
16	둘	일치: 2 — '시설의 고정된 특성'과 '시기'	남기는 것을 구분했는가. "시설의 고정된 특성"과 "시기"를 둘 다 짚으면 충분하다. 더 나아가 같은 시설 안의 주별 변화로
30	둘	수사 아님 — 앞 문장의 두 표현을 받는 지시어다	— "지지하지 않는다"와 "반대를 지지한다"를 갈랐는가. 이 둘을 섞으면 3항이 무너진다.
34	하나	수사 아님 — '하나의 명제로'. 단수를 뜻하는 말이다	1항 — 가정을 하나의 명제로 적었는가. "리뷰 수가 예약을 반영한다" 정도로는 가
35	둘	수사 아님 — 1항과 2항을 받는 지시어다	적인가. 그리고 그 상황이 1항에 적은 가정을 실제로 깨는가. 둘이 어긋나는 답안이 흔하다.
36	하나	수사 아님 — '중 하나를 지목'. 부정대명사다	3항 — 이 케이스의 결론 문장 중 하나를 지목해야 한다. 지목한 문장이 정말 그 가정에 의존하는지를
40	하나	수사 아님 — '하나만 낸다면'. 세는 말이 아니다	F-5 는 단독으로 쓸 수 있다. 시간이 부족한 세션에서 하나만 낸다면 F-5 다.
41	열	수사 아님 — 표의 '설명 열'·'열람 순서'·'열린 채로'. 세는 말이 아니다	② 표 1 설명 열이 증거물이다 — 발견 경로
42	열	수사 아님 — 표의 '설명 열'·'열람 순서'·'열린 채로'. 세는 말이 아니다	이 케이스에서 가장 잘 작동하는 순간은 학생이 표의 설명 열을 증거로 쓰기 시작할 때다. 설명 열은 보통 읽고 넘기는 자리
42	열	수사 아님 — 표의 '설명 열'·'열람 순서'·'열린 채로'. 세는 말이 아니다	순간은 학생이 표의 설명 열을 증거로 쓰기 시작할 때다. 설명 열은 보통 읽고 넘기는 자리인데, 여기서는 그 자리가 본문과 갈린
45	하나	일치: 1 — 2단계에서 내주는 과제는 설명 열 옮겨 적기 하나다	Exhibit E 의 표 1 을 먼저 펴게 한다. 과제는 하나다 — 여섯 변수의 설명 열을 각자 자기 말로 한 문장씩 옮겨
45	여섯	일치: 6 — 원고 표 1 의 변수 여섯	ibit E 의 표 1 을 먼저 펴게 한다. 과제는 하나다 — 여섯 변수의 설명 열을 각자 자기 말로 한 문장씩 옮겨 적을 것.
45	열	수사 아님 — 표의 '설명 열'·'열람 순서'·'열린 채로'. 세는 말이 아니다	1 을 먼저 펴게 한다. 과제는 하나다 — 여섯 변수의 설명 열을 각자 자기 말로 한 문장씩 옮겨 적을 것. 이 단계에서는 본
48	여섯	일치: 6 — 같은 표 1 의 변수 여섯	도달할 때까지 기다린다. 도달하지 못하면 범위를 좁힌다 — "여섯 중 하나만 다르다. 어느 것인가."
48	하나	수사 아님 — '둘/셋/넷 중 하나'의 부정대명사. 앞의 수사가 실제 셈이다	때까지 기다린다. 도달하지 못하면 범위를 좁힌다 — "여섯 중 하나만 다르다. 어느 것인가."
49	셋	일치: 3 — 뒤따르는 글머리 셋(한쪽을 고른다 · 둘 다 적어 둔다 · 되묻는다)	관찰할 것 — 도달한 학생이 그다음에 무엇을 하는가다. 대개 셋 중 하나로 갈린다.
49	하나	수사 아님 — '둘/셋/넷 중 하나'의 부정대명사. 앞의 수사가 실제 셈이다	것 — 도달한 학생이 그다음에 무엇을 하는가다. 대개 셋 중 하나로 갈린다.
51	둘	수사 아님 — '둘 다 적어 두고'. 앞의 두 정의를 받는 지시어다	둘 다 적어 두고 다음으로 넘어간다 → 실무에서 가장 흔한 반응이
51	열	수사 아님 — 표의 '설명 열'·'열람 순서'·'열린 채로'. 세는 말이 아니다	→ 실무에서 가장 흔한 반응이고, 여기서 멈추면 계수 해석이 열린 채로 남는다는 것을 F-1 3항으로 되돌린다
53	두 표	일치: 2 — 원고 안의 표기 두 가지	로를 코로나확진자 변수에도 쓸 수 있다. Exhibit A 에 두 표기가 나란히 인용되어 있고, 본문 §9 의 ⑦ 항이 이어받는다.
54	넷	일치: 4 — ③ 의 (1) 모텔 수 · (2) 관측치 축소 · (3) 정의 두 표기 · (4) 첨자 표기	③ 원고 안에서 정리되지 않은 것 넷 — 무엇을 묻는 재료인가
55	넷	일치: 4 — ③ 의 (1) 모텔 수 · (2) 관측치 축소 · (3) 정의 두 표기 · (4) 첨자 표기	여기서 다루는 넷은 원고가 그렇게 되어 있다는 사실이다. 왜 그렇게 되었는지를
59	둘	수사 아님 — 앞 문장의 항목을 받는 지시어다. 세는 말이 아니다	분모를 모르는 채 결과를 어디까지 옮길 수 있는가. 본문 §8 둘째 항목과 §9 ③ 이 이 재료를 쓴다. 학생이 "답하지 않는
60	두 표	일치: 2 — 원고 안의 표기 두 가지	(3) 평판 하락 변수의 정의가 두 표기다. ② 의 발견 경로가 이 재료를 연다.
62	하나	수사 아님 — '통제변수 하나의 계수'. 특정 변수를 가리키는 말이다	(4) 통제변수 하나의 첨자·범위 표기가 두 갈래다. Exhibit A 에 두 표기
62	두 표	일치: 2 — 원고 안의 표기 두 가지	수 하나의 첨자·범위 표기가 두 갈래다. Exhibit A 에 두 표기가 인용되어 있다.
63	둘	일치: 2 — 본문 §9 ⑦ 의 질문 1·질문 2	형의 시간 고정효과와 무엇이 겹치는지. 본문 §9 ⑦ 이 질문 둘로 정리해 두었다. 답은 이 노트에도 없다 — 원자료가 없고 원
64	넷	일치: 4 — 바로 위 ③ 의 (1)~(4)	넷을 관통하는 한 문장 — 이 넷은 원고를 읽는 사람에게 주어진
64	넷	일치: 4 — 바로 위 ③ 의 (1)~(4)	넷을 관통하는 한 문장 — 이 넷은 원고를 읽는 사람에게 주어진 조건이지, 원고에 대한 평가가
65	둘	일치: 2 — 원고 그림 2와 그림 3	④ 원 도판 둘을 옮겨 싣지 않은 이유, 그리고 학생을 어디로 보내는가
67	두 가지	일치: 2 — 뒤따르는 글머리 둘(권리 문제 · 원 논문을 여는 습관)	두 가지 이유가 있고, 학생에게는 둘 다 말한다.
67	둘	일치: 2 — 바로 앞의 '두 가지 이유'를 받는다	두 가지 이유가 있고, 학생에게는 둘 다 말한다.
68	하나	수사 아님 — '배울 것 중 하나다'. 부정대명사다	만들 때 이 구분을 아는 것 자체가 이 과정에서 배울 것 중 하나다.
74	열	수사 아님 — 표의 '설명 열'·'열람 순서'·'열린 채로'. 세는 말이 아니다	⑤ 배포 범위와 열람 순서
84	열	수사 아님 — 표의 '설명 열'·'열람 순서'·'열린 채로'. 세는 말이 아니다	열람 순서(양 세션 공통)
